Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1990,12,9,7,813,811,859,921,AA,861,NA,106,130,NA,-22,2,DFW,DEN,641,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,10,1,1140,1100,1315,1247,AA,877,NA,215,227,NA,28,40,DFW,OAK,1456,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,17,1,1355,1355,1659,1657,AA,932,NA,184,182,NA,2,0,MIA,LGA,1097,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,21,5,1305,1250,1422,1413,AA,1007,NA,77,83,NA,9,15,SJC,SAN,417,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,24,1,900,900,1014,1027,AA,1033,NA,74,87,NA,-13,0,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,27,4,1453,1445,1627,1605,AA,1061,NA,94,80,NA,22,8,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,14,5,620,620,1207,1204,AA,1086,NA,227,224,NA,3,0,SEA,DFW,1660,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,13,4,1909,1853,2118,2110,AA,1111,NA,189,197,NA,8,16,IAD,DFW,1172,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,23,7,1440,1320,1714,1603,AA,1140,NA,94,103,NA,71,80,ORD,SYR,607,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,29,6,1429,1425,NA,1903,AA,1172,NA,NA,158,NA,NA,4,LAS,DFW,1055,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1990,12,21,5,NA,1326,NA,1625,AA,1196,NA,NA,119,NA,NA,NA,EGE,DFW,720,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1990,12,13,4,624,625,809,807,AA,1219,NA,165,162,NA,2,-1,PVD,ORD,849,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,20,4,1141,1143,1343,1333,AA,1244,NA,122,110,NA,10,-2,MCO,RDU,534,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,15,6,1851,1830,2132,2102,AA,1271,NA,221,212,NA,30,21,ORD,SLC,1249,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,10,1,1640,1640,1740,1744,AA,1297,NA,120,124,NA,-4,0,MDT,ORD,594,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,22,6,920,813,1119,1015,AA,1329,NA,179,182,NA,64,67,GSO,DFW,999,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,27,4,1256,1255,1440,1429,AA,1353,NA,104,94,NA,11,1,DTW,RDU,501,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,3,1,1629,1630,1759,1743,AA,1381,NA,90,73,NA,16,-1,HOU,DFW,247,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,3,1,1649,1614,1952,1909,AA,1402,NA,123,115,NA,43,35,ORD,ATL,606,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,7,5,1622,1555,1756,1754,AA,1429,NA,94,119,NA,2,27,STL,DFW,551,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,28,5,849,849,1251,1232,AA,1459,NA,182,163,NA,19,0,TPA,SJU,1237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,25,2,1309,1301,1429,1433,AA,1484,NA,80,92,NA,-4,8,DFW,MEM,432,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,10,1,2102,2059,2234,2251,AA,1517,NA,212,232,NA,-17,3,BNA,LAS,1588,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,19,3,1505,1505,1640,1643,AA,1609,NA,95,98,NA,-3,0,BNA,MCI,491,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,28,5,1500,1405,1741,1617,AA,1649,NA,101,72,NA,84,55,BNA,ATL,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,25,2,825,700,1058,935,AS,38,NA,153,155,NA,83,85,SEA,LAX,954,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,29,6,1909,1845,2053,2020,AS,67,NA,104,95,NA,33,24,JNU,ANC,571,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,30,7,1214,1205,1614,1615,AS,96,NA,180,190,NA,-1,9,ANC,SEA,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,9,7,1305,1305,1439,1450,AS,153,NA,94,105,NA,-11,0,SJC,PDX,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,26,3,1515,1505,1705,1705,AS,172,NA,110,120,NA,0,10,SEA,OAK,671,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,31,1,1800,1800,2003,2000,AS,194,NA,123,120,NA,3,0,SEA,OAK,671,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,7,5,2225,2145,2335,2245,AS,215,NA,70,60,NA,50,40,PDX,GEG,279,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,25,2,1900,1900,2307,2315,AS,396,NA,187,195,NA,-8,0,ANC,SEA,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,28,5,1000,955,2106,2115,CO,8,NA,426,440,NA,-9,5,HNL,IAH,3904,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,13,4,1825,1825,2142,2147,CO,108,NA,137,142,NA,-5,0,PHX,IAH,1009,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,29,6,750,640,1104,1006,CO,132,NA,134,146,NA,58,70,SJC,DEN,948,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,13,4,655,655,914,843,CO,167,NA,199,168,NA,31,0,MIA,IAH,964,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,23,7,1942,1850,2058,2019,CO,197,NA,136,149,NA,39,52,DEN,LAX,862,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,13,4,1844,1845,2104,2044,CO,233,NA,260,239,NA,20,-1,IAD,DEN,1452,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,27,4,150,150,737,742,CO,262,NA,227,232,NA,-5,0,PHX,CLE,1737,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,4,2,1859,1902,2146,2157,CO,292,NA,107,115,NA,-11,-3,IAH,ATL,689,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,28,5,1930,1900,2120,2018,CO,324,NA,110,78,NA,62,30,DCA,EWR,199,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,26,3,1421,1420,1553,1551,CO,360,NA,92,91,NA,2,1,CMH,EWR,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,18,2,719,710,926,855,CO,421,NA,127,105,NA,31,9,PVD,CLE,540,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,13,4,1759,1800,2104,2045,CO,467,NA,305,285,NA,19,-1,LGA,DEN,1619,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,22,6,1826,1800,NA,2044,CO,497,NA,NA,284,NA,NA,26,LGA,DEN,1619,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1990,12,18,2,1611,1611,2149,2151,CO,528,NA,218,220,NA,-2,0,DEN,MCO,1545,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,15,6,1710,1710,1747,1748,CO,555,NA,97,98,NA,-1,0,OKC,DEN,495,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,10,1,745,745,941,942,CO,585,NA,116,117,NA,-1,0,STL,IAH,668,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,14,5,745,745,1043,1053,CO,609,NA,178,188,NA,-10,0,EWR,MIA,1086,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,9,7,1735,1735,2008,2014,CO,644,NA,93,99,NA,-6,0,MSP,CLE,622,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,27,4,1949,1949,2054,2119,CO,690,NA,65,90,NA,-25,0,EWR,ROC,246,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,27,4,1856,1856,2003,1951,CO,730,NA,67,55,NA,12,0,EWR,BDL,116,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,2,7,1415,1415,1709,1650,CO,770,NA,174,155,NA,19,0,ORD,IAH,925,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,1,6,845,845,1000,955,CO,812,NA,75,70,NA,5,0,BUF,EWR,282,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,22,6,2110,2047,2216,2150,CO,846,NA,66,63,NA,26,23,IAH,MSY,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,9,7,1544,1545,1908,1901,CO,886,NA,144,136,NA,7,-1,SFO,DEN,967,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,11,2,1107,1107,1351,1403,CO,1008,NA,104,116,NA,-12,0,IAH,ATL,689,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,25,2,620,620,720,714,CO,1054,NA,60,54,NA,6,0,CRP,IAH,201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,1,6,1850,1853,2146,2158,CO,1082,NA,116,125,NA,-12,-3,IAH,IND,845,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,18,2,1445,1435,1553,1546,CO,1120,NA,68,71,NA,7,10,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,18,2,1459,1459,1615,1620,CO,1153,NA,76,81,NA,-5,0,IAH,OKC,395,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,11,2,1005,1005,1143,1135,CO,1205,NA,158,150,NA,8,0,MKE,DEN,895,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,7,5,2109,1949,205,27,CO,1238,NA,176,158,NA,98,80,DEN,CLE,1201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,3,1,1820,1820,2017,2015,CO,1277,NA,117,115,NA,2,0,BOS,CLE,563,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,11,2,1932,1932,2013,2017,CO,1615,NA,41,45,NA,-4,0,CLE,CMH,112,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,9,7,1332,1335,1503,1501,CO,1652,NA,91,86,NA,2,-3,IAH,MOB,427,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,30,7,1220,1217,1349,1351,CO,1735,NA,149,154,NA,-2,3,DEN,LAX,862,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,13,4,2120,2120,2145,2150,CO,3338,NA,25,30,NA,-5,0,CLE,CAK,40,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,13,4,906,905,1057,1055,DL,95,NA,111,110,NA,2,1,DTW,ATL,594,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,25,2,926,924,1041,1040,DL,115,NA,75,76,NA,1,2,ATL,MCO,403,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,29,6,1221,1200,1437,1420,DL,139,NA,136,140,NA,17,21,EWR,ATL,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,12,3,1215,1215,1731,1734,DL,160,NA,196,199,NA,-3,0,SLC,ATL,1589,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,5,3,1627,1615,1758,1805,DL,185,NA,91,110,NA,-7,12,IAD,ATL,533,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,29,6,1905,1855,1947,1939,DL,210,NA,42,44,NA,8,10,BOS,BDL,91,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1235,1235,1354,1339,US,131,NA,79,64,NA,15,0,AVP,PIT,243,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1200,1155,1952,1919,US,151,NA,292,264,NA,33,5,LAX,TPA,2158,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1749,1750,1916,1914,US,167,NA,87,84,NA,2,-1,SAN,OAK,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1508,1510,1626,1629,US,189,NA,78,79,NA,-3,-2,ORH,BWI,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,649,650,747,751,US,209,NA,58,61,NA,-4,-1,BUF,PHL,279,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,743,740,828,819,US,230,NA,45,39,NA,9,3,AUS,IAH,140,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1834,1835,1931,1937,US,251,NA,57,62,NA,-6,-1,BTV,LGA,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,2213,2215,2303,2304,US,272,NA,50,49,NA,-1,-2,CLT,CHO,245,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1018,1020,1246,1246,US,297,NA,148,146,NA,0,-2,DCA,PBI,857,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1037,1030,1129,1126,US,315,NA,52,56,NA,3,7,CRW,CLT,221,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1910,1910,2044,2050,US,337,NA,94,100,NA,-6,0,BOS,RIC,474,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,702,700,929,935,US,358,NA,147,155,NA,-6,2,PBI,PHL,951,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1953,1940,2101,2050,US,374,NA,68,70,NA,11,13,CLT,IAD,321,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1013,1015,1048,1101,US,400,NA,35,46,NA,-13,-2,CLT,AVL,92,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1034,1035,1559,1549,US,420,NA,205,194,NA,10,-1,ABQ,PIT,1486,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,927,855,1124,1038,US,438,NA,117,103,NA,46,32,CLT,LGA,544,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1028,1030,1123,1125,US,460,NA,55,55,NA,-2,-2,BGM,BWI,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,2005,2005,2100,2100,US,480,NA,55,55,NA,0,0,DTW,PIT,201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1627,1630,1704,1713,US,499,NA,37,43,NA,-9,-3,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,708,700,925,913,US,524,NA,137,133,NA,12,8,MCO,PHL,861,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1021,1020,1209,1136,US,545,NA,168,136,NA,33,1,PIT,MSP,726,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1449,1445,1521,1525,US,570,NA,32,40,NA,-4,4,ERI,PIT,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1637,1640,1759,1800,US,592,NA,82,80,NA,-1,-3,PIT,BTV,454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,759,750,939,911,US,606,NA,100,81,NA,28,9,PIT,CLT,366,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,38,40,625,625,US,632,NA,227,225,NA,0,-2,PHX,PIT,1813,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1327,1325,1438,1441,US,668,NA,71,76,NA,-3,2,PIT,BDL,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1012,820,1341,1200,US,688,NA,149,160,NA,101,112,MCI,LGA,1107,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,728,725,813,808,US,708,NA,45,43,NA,5,3,ABE,BWI,121,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1836,1835,1958,1945,US,732,NA,82,70,NA,13,1,ALB,DCA,318,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,729,730,837,857,US,758,NA,68,87,NA,-20,-1,DCA,BOS,399,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,657,650,801,750,US,780,NA,64,60,NA,11,7,PIT,PHL,267,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1925,1925,2058,2059,US,800,NA,93,94,NA,-1,0,ATL,PIT,526,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1216,1215,1341,1403,US,826,NA,85,108,NA,-22,1,CLT,LGA,544,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,NA,1255,NA,1352,US,854,NA,NA,57,NA,NA,NA,IAD,PIT,183,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1634,1635,1732,1736,US,876,NA,58,61,NA,-4,-1,CLE,IND,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,2112,2110,2240,2219,US,912,NA,88,69,NA,21,2,BWI,BUF,281,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,629,630,714,707,US,1019,NA,45,37,NA,7,-1,AVL,CLT,92,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1351,1330,1549,1518,US,1042,NA,118,108,NA,31,21,JAX,BWI,663,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,636,635,816,812,US,1064,NA,100,97,NA,4,1,PHL,CLT,448,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,2113,2115,2258,2301,US,1089,NA,105,106,NA,-3,-2,CLT,RSW,600,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1210,1210,1249,1250,US,1117,NA,39,40,NA,-1,0,CLT,GSO,83,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1116,1115,1252,1234,US,1139,NA,96,79,NA,18,1,DCA,CLT,331,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1402,1400,1523,1520,US,1159,NA,81,80,NA,3,2,PVD,DCA,357,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,1754,1755,1846,1849,US,1203,NA,52,54,NA,-3,-1,TPA,FLL,197,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1742,1740,1855,1855,US,1227,NA,73,75,NA,0,2,PVD,BWI,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1753,1745,1935,1910,US,1252,NA,102,85,NA,25,8,CLT,MCO,468,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1959,2000,2109,2113,US,1273,NA,70,73,NA,-4,-1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1511,1505,1558,1544,US,1295,NA,47,39,NA,14,6,GSO,CLT,83,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,649,650,743,744,US,1416,NA,54,54,NA,-1,-1,TPA,MIA,204,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,818,820,1557,1544,US,1438,NA,279,264,NA,13,-2,SEA,PIT,2125,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1615,1610,1740,1738,US,1474,NA,85,88,NA,2,5,BWI,BOS,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1617,1615,1830,1811,US,1493,NA,313,296,NA,19,2,CMH,LAX,1996,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1021,1020,1127,1130,US,1517,NA,66,70,NA,-3,1,ORF,CLT,290,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1243,1240,1338,1338,US,1534,NA,55,58,NA,0,3,ATL,CLT,227,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1214,1215,1308,1307,US,1551,NA,54,52,NA,1,-1,CLT,ROA,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,643,645,811,804,US,1576,NA,88,79,NA,7,-2,ORH,BWI,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,623,625,736,734,US,1593,NA,73,69,NA,2,-2,GSO,PHL,365,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1527,1525,1700,1649,US,1615,NA,93,84,NA,11,2,DCA,BOS,399,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,1535,1535,1713,1733,US,1634,NA,158,178,NA,-20,0,CLT,DFW,936,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,2231,2220,2316,2307,US,1654,NA,45,47,NA,9,11,CLT,ISO,188,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1316,1315,1421,1421,US,1677,NA,65,66,NA,0,1,CLT,ATL,227,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1037,1015,1204,1141,US,1704,NA,87,86,NA,23,22,CLT,GNV,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1218,1210,1356,1348,US,1741,NA,98,98,NA,8,8,MLB,CLT,490,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1339,1315,1450,1426,US,1780,NA,71,71,NA,24,24,PIT,RDU,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,2035,2025,2134,2120,US,1822,NA,59,55,NA,14,10,MIA,MCO,193,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1808,1805,1854,1900,US,1848,NA,46,55,NA,-6,3,RDU,DCA,227,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,708,700,818,817,US,1875,NA,70,77,NA,1,8,TLH,CLT,386,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1930,1930,2102,2058,US,1928,NA,92,88,NA,4,0,CLT,IND,428,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1413,1415,1503,1508,US,1958,NA,50,53,NA,-5,-2,ORF,BWI,159,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1601,1600,1650,1647,US,1991,NA,49,47,NA,3,1,CLE,BUF,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,1012,1015,1059,1101,US,2372,NA,47,46,NA,-2,-3,BWI,ABE,121,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1539,1540,1632,1644,US,2488,NA,53,64,NA,-12,-1,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1020,1020,1121,1129,US,2540,NA,61,69,NA,-8,0,BUR,SJC,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1754,1755,1920,1914,US,2588,NA,86,79,NA,6,-1,SMF,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1019,1020,1136,1144,US,2722,NA,77,84,NA,-8,-1,SFO,SNA,372,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,2024,1959,2133,2110,US,2879,NA,69,71,NA,23,25,OAK,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1100,1100,1215,1220,US,2965,NA,75,80,NA,-5,0,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1208,1205,1300,1250,WN,19,NA,52,45,NA,10,3,HOU,CRP,187,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1543,1500,1627,1555,WN,36,NA,44,55,NA,32,43,HOU,DAL,239,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1830,1830,1917,1925,WN,52,NA,47,55,NA,-8,0,HOU,DAL,239,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1040,845,1149,940,WN,103,NA,69,55,NA,129,115,HOU,MSY,303,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,810,810,855,910,WN,152,NA,45,60,NA,-15,0,SAT,DAL,248,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1254,1245,1357,1340,WN,189,NA,63,55,NA,17,9,DAL,SAT,248,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1520,1520,1611,1605,WN,233,NA,51,45,NA,6,0,DAL,AUS,189,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1043,1005,1200,1125,WN,304,NA,77,80,NA,35,38,HOU,TUL,453,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1745,1745,1945,1945,WN,354,NA,60,60,NA,0,0,MDW,DET,248,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1417,1410,1526,1520,WN,387,NA,69,70,NA,6,7,OAK,ONT,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,2035,2035,2125,2125,WN,420,NA,50,50,NA,0,0,TUL,MCI,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1730,1725,1755,1755,WN,447,NA,85,90,NA,0,5,DET,BNA,476,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,NA,840,NA,950,WN,483,NA,NA,70,NA,NA,NA,ABQ,PHX,328,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1657,1640,1718,1645,WN,505,NA,81,65,NA,33,17,DTW,MDW,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,945,945,1034,1040,WN,532,NA,109,115,NA,-6,0,ABQ,LAX,677,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,2030,1955,2140,2105,WN,563,NA,70,70,NA,35,35,ONT,OAK,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,920,835,1028,1005,WN,592,NA,128,150,NA,23,45,ABQ,SFO,896,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1445,1445,1527,1530,WN,621,NA,42,45,NA,-3,0,AUS,HOU,148,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1354,1225,1450,1315,WN,653,NA,116,110,NA,95,89,HOU,ELP,677,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,NA,1130,NA,1130,WN,682,NA,NA,60,NA,NA,NA,DET,MDW,248,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1044,1035,1238,1225,WN,720,NA,54,50,NA,13,9,STL,IND,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1300,1255,1440,1440,WN,751,NA,160,165,NA,0,5,HOU,PHX,1020,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1125,1115,1223,1215,WN,778,NA,118,120,NA,8,10,ABQ,LAX,677,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,940,940,1144,1125,WN,815,NA,124,105,NA,19,0,HOU,STL,687,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1520,1520,1530,1515,WN,854,NA,70,55,NA,15,0,IND,STL,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
